model,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino
diversified,4.9851713682234955,1.6414172839658292,-6.012648081268801,0.4769880150818772,0.5908367173960556
single_AAPL,-0.4137659764822055,-0.13866252335142937,-12.93609977400597,0.04395047720118733,0.04073670308315008
